compiledRelease/planning/budget/description,value_million_dolar
ADQUISICIÓN DE CUBIERTAS PARA LA SECRETARIA DE TRANSPORTE,2.917084660118912
SERV. DE MANTENIMIENTO Y REPARACION DE EDIFICIOS,31.568419697584837
Banner y Carteleria,7.073046177089272
Mantenimiento y Reparaciones de Instalaciones Eléctricas,14.004631430636758
Adquisición de Cubiertas para unidades móviles de la fabrica Vallemi ,174.05445906050142
ADQUISICIÓN DE LICENCIA ORACLE PARA LA ANNP,25.789368928673987
Adquisición de Insumos para Parada de Horno III de Fabrica Vallemi,13.547062068809423
Adquisición de Tornillería de Diversas Medidas para Fábrica Vallemí,8.647683082263772
ADQUISICIÓN DE MUEBLES PARA INSTITUCIONES EDUCATIVAS DEL DPTO. CENTRAL,14.950651356822448
Publicidad y propaganda,14.146092354178544
ADQUISICION DE EQUIPOS EDUCATIVOS Y RECREACIONALES ,8.779772219620913
SERVICIO DE IMPRESIONES PARA EL BCP,6.951610461884061
ADQUISICION DE REPUESTOS INFORMATICOS Y OTROS,12.203321219562914
Contratación del servicio de limpieza para el Hospital General de Luque,177.21862927194306
SUSCRIPCION EN LA PAGINA WEB,3.542558801769393
ADQ. DE PINTURAS Y COLORANTES ,12.626321068199726
Adquisición de Útiles de Oficina (Tintas y Tóner) para la DIGESA,10.924784378187292
"Adquisición de productos de Hilados y Telas, y Colchones para los servicios dependientes de la Segunda Región Sanitaria",7.070559152592484
ADQUISICIÓN DE ACTIVOS INTANGIBLES,408.46310628383566
"Adquisición de contratación de servicios de pólizas de seguro para Notebook de Alta Gama y Terminal Portátil para de Lectura TLP o PDAs, para el Programa de Fortalecimiento Estadistico Nacional del Paraguay- CNPV Año 2022",23.12619431921223
READECUACION DE CRUCE SEMAFORICO EN VARIOS PUNTOS DE LA CIUDAD DE SAN LORENZO,275.71853067367937
ADQUISICIÓN DE EQUIPOS MÉDICOS PARA EL HOSPITAL DE TRAUMA - DONACIÓN TAIWÁN SEGUNDO LLAMADO,290.0391849587429
ADQUISICION DE TONER PARA IMPRESORAS ,2.1431245040026368
ADQUISICIÓN DE ARTÍCULOS ELÉCTRICOS EN EL MARCO DE LAS ELECCIONES NACIONALES Y DEPARTAMENTALES,490.63695482728326
"Construcción de Pavimento tipo Empedrado, denominado Zona 7, Distribuidos en cuatro Sectores con fondos de Royalties de este Municipio",22.3420222404864
CONSTRUCCIÓN DE EMPEDRADO ZONA PATIÑO,7.909943146854829
SERVICIO DE MANTENIMIENTO Y REPARACION DE TRANSFORMADORES DE MEDIA TENSION DE LA FACULTAD DE DERECHO UNA,7.073046177089272
Adquisición de herramientas y equipos de protección individual para obras (SBE).,23.131929003591694
Adquisición de equipos informáticos para la H. Cámara de Senadores,40.75170524070283
C.D. N° 47/2022 Proyecto de Mejoramiento Vial Calle 2º Capital e/Cnel. Bogado y Alberdi Loma Merlo,12.39241090437383
ADQUISICION DE HERRAMIENTAS MAYORES Y OTROS,24.44633708157627
ADQUISICION DE GENERADOR PARA EL INAC ,45.92769366354085
ADQUISICION DE PRODUCTOS ALIMENTICIOS,2.137474554716378
ADQUISICION DE PIZARRAS PARA LA FACULTAD DE DERECHO UNA,0.7073046177089272
SERVICIOS DE ELABORACIÓN DE PROYECTOS DE INVERSIÓN ,3.3950621650028503
ADQUISICIÓN DE TRANSFORMADOR PARA EL EDIFICIO DEL SINAFOCAL - AD REFERÉNDUM,6.478128868072128
CONSTRUCCIÓN DE EMPEDRADO EN EL BARRIO CARAGUATAY ,18.366063807364174
REPARACIONES MAYORES DE MAQUINARIA,4.239176329626585
"Licitación por Concurso de Ofertas N° 03/2022 ""Refuncionalizacion de urgencias Hospital Distrital de Santa Rita- Plurianual 2.022-2023""",44.80250866801809
ADQUISICION DE RETROEXCAVADORA PLURIANUAL 2022-2023-2024-2025,113.87604345113728
"Licitación por Concurso de Ofertas N° 04/2022 ""Reparación de Pabellón de dos niveles en la UNE Sede Santa Rita- Plurianual 2022-2023""",37.86029064561351
ACTUALIZACION DE LICENCIAS,16.569230410137656
ADQUISICION DE SOFTWARE DE MONITOREO Y CAMBIO DE PLATAFORMA TECNOLOGICA,442.7726906857884
SERVICIO DE MANTENIMIENTO Y REPARACION DE AERONAVES,7.073046177089272
PRESTACION DE SERVICIOS PARA LA RENOVACION DE LICENCIA AMBIENTAL DE LA FACULTAD DE CIENCIAS MEDICAS FILIAL SANTA ROSA DEL AGUARAY,2.6123117685586124
ADQUISICIÓN DE EQUIPOS INFORMÁTICOS Y DE AUDIO PARA LA INSTITUCIÓN MUNICIPAL,10.762490080052737
"ADQUISICIÓN DE DOS TRACTORES AGRÍCOLAS 4X4, UNA PALA NIVELADORA DE ARRASTRE, UNA ROTATIVA, UNA RASTRA, AD REFERÉNDUM A LA APROBACIÓN DE CRÉDITO BANCARIO",129.49212189970703
Adquisición de estantes metálicos para la H. Cámara de Senadores,3.9288225217107153
Adquisición de Sillas para el Salón Auditorio del Centro de Simulaciones para la Facultad de Ciencias Medicas-UNCA.,3.984954216172096
REPARACIÓN DE BIBLIOTECA MUNICIPAL Y SALA DE LA JUNTA,21.708702393094445
ADQUISICIÓN DE RADIO WALKIE TALKIE PARA EL ÁREA OPERATIVA DE LA DIRECCIÓN DE AEROPUERTOS - AD REFERENDUM,24.73420440254686
"Adquisición de Retroexcavadora, Minipalacargadora y Martillete",134.38787736469615
"Elaboración y Presentación del Informe de Auditoria del Cumplimiento del Plan de Gestión Ambiental, Obtención de la Resolución del Vertedero Municipal Nueva Esperanza",2.263374776668567
Adquisición de herramientas para el Dpto. de Servicios Generales dependiente de DINAVISA,2.5095603535957243
ADQUISICIÓN CAMIÓN CISTERNA-PLURIANUAL(2022-2023-2024-2025),112.09599354372345
CONTRATACIÓN DE SERVICIO DE PRODUCCIÓN FOTOGRÁFICA PARA EL BCP,6.365741559380345
SERVICIOS CEREMONIALES Y GASTRONÓMICOS PARA EVENTOS VARIOS,18.389920060432107
Servicio de Seguridad y Vigilancia para el Campus de la Universidad Nacional de Concepción,4.243827706253563
ADQUISICION DE PRODUCTOS DE PAPEL CARTON PARA LA DICOSO,8.935172702568506
Adquisición de Camaras para Circuito Cerrado,8.254658944786387
"ADQUISICION DE IMPRESORAS, ESCANER DE PRODUCCIÓN Y NOTEBOOK",43.004120756702775
CONSTRUCCION DE PAVIMENTO TIPO EMPEDRADO EN DISTINTOS DISTRITOS DE ALTO PARANÁ,218.86148358558174
08 - Adquisición de Libros,15.983284269969685
ADQUISICIÓN DE PLANTA ASFÁLTICA,70.73046177089272
Construcción de Empedrado en el distrito de J. Eulogio Estigarribia,123.8637504968815
REFACCIÓN DE PAVIMENTO TIPO EMPEDRADO CON CORDÓN,27.634892185557124
"Instalación de mobiliarios urbanos e instalación de artefactos eléctricos, en Paseo Monday, Ubicado sobre Avda. Monday (entre la Avda. Guaraní y Miguel Medina)",23.53791011289996
ADQUISICIÓN DE PRODUCTOS DE PAPEL PARA LA U.N.C ,1.281635967288576
Mantenimiento y Reparaciones menores de Edificios y Locales,12.73148311876069
CONTRATACION DIRECTA N° 04/2022 - ADQUISICION DE TELAS PARA EL INSTITUTO DE BIENESTAR SOCIAL,7.989995883487125
ADQUSICION DE COMPUTADORAS PARA LA SEDECO.,5.941358788754989
Construcción de Pavimento Tipo Ripio Camino Rural Matadero Municipal,19.057403428164022
REPARACION Y MANTENIMIENTO DE CAMINOS URBANOS Y RURALES,27.203798508718943
"ADQUISICION DE GASTOS POR SERV. DE ASEO MANTE. Y REPARAC. DE GENERADOR, OLLAS MARMITAS Y CÁMARA FRIGORÍFICAS",6.095551195415535
ADQUISICION DE TEXTILES Y VESTUARIOS,7.529121570103083
Construccion de Tinglado para Feriante 2da Etapa,26.458061928763108
Mantenimiento y Actualización de Módulos Informáticos,2.8292184708357087
Adquisición de Camionetas y Motocicletas,491.2553818101057
ADQUISICION DE TINTAS Y TONERS PARA LA SNI - 2DO LLAMADO,3.421662477065648
ADQUISICIÓN DE MUBLES DE OFICINA,7.1501423804195445
Construcción de empedrado Villa del Maestro,17.824076366264965
CONSTRUCCION DE PAVIMENTO TIPO EMPEDRADO SOBRE LA AVENIDA JACARANDA,16.846928388236677
MANTENIMIENTO Y REPARACIONES MENORES DE VEHICULOS,22.63374776668567
CONSTRUCCION DE EMPEDRADOS EN B° BARRIO CERRO CORA Y B° SANTA MARIA ,27.512452097794764
ADQUISICIÓN DE TINTAS Y TONER PARA IMPRESORAS ,1.6274054328696084
ADQUISICIÓN DE CUBIERTAS,0.839335190243723
Consultoría Internacional Protección y gestión de los resultados de la investigación,66.20371221755558
ADQUISICION DE SERVICIO DE CATERING PARA LA DIGERMOV,0.3491754950071367
"SERVICIO DE TRATAMIENTO Y CONTROL DE AVES, CENTRO MATERNO INFANTIL (CMI) DEL HOSPITAL DE CLINICAS",6.005016204348792
SERVICIO DE SOPORTE PARA LA PROGRAMACIÓN DE SCRIPTS PARA EL SOFTWARE ACL DE AUDITORIA INTERNA,20.59442671688906
SERVICIO DE COURRIER INTERNACIONAL,5.658436941671417
ADQUISICION DE BANDERAS ,0.9901220666309242
Alquiler sede Katuete,15.866279818194421
ADQUISICIÓN E INSTALACIÓN DE EQUIPOS DE AIRE ACONDICIONADO TIPO SPLIT,5.577652710603487
Adquisición de Combustible,24.036785498557805
ADQUISICIÓN DE MUEBLES Y ENSERES PARA LA UTGS,1.7925928231215051
"ADQUISICION DE SERVICIOS DE REPARACION Y MANTENIMIENTO DE EQUIPOS Y MAQUINAS AGRICOLAS DE LA MUNICIPALIDAD DE LA COLMENA, CON PROVISION DE REPUESTOS",13.9763392459284
"Adquisición, Instalación y Configuración de Circuito Cerrado (CCTV) para el INAN ",8.169904612899256
SERVICIO DE LIMPIEZA - CENQUER,108.55711272596615
Adquisición de Primas y Gastos de Seguros para el INAN ,1.4041238688430902
SERVICIO DE MANTENIMIENTO Y REPARACION DE TERMOCICLADOR DE LABORATORIO CENTRAL,1.1882717577509976
ADQUISICIÓN DE MATERIALES DE CONSTRUCCIÓN,7.066963357376975
ADQUISICIÓN DE EQUIPOS STB PARA IPTV DE COPACO S.A.,45.59568487598828
ELABORACION DE PROYECTOS DE INVERSION,5.540553310256342
Construccion de Deposito en el Local Municipal,9.697134991915508
Construccion de Pavimento Petreo en la calle Tajy 2º Etapa e/ calle Guaira y Av Paraguay,21.3857492265624
Adquisición de cajones fúnebres (ataúd),14.146092354178544
Adquisicion de equipos climatizador evaporativo para la Escuela de Patinaje Municipal ,28.175388805652478
Adquisición de Insumos de Limpieza,8.853238535653103
Repuestos para Equipos Informaticos,14.02432222535008
Adquisición de Cartelería de Seguridad,25.46380906170384
Adquisición de Papel Plástico Rígido con Emblema de ANDE,1.8191874767473606
Construcción de Tinglado para Taller de Maquinarias Municipales,42.58623217415537
Remodelacion de Area verde y Deportiva en el sector de la Costanera Playa San Jose,22.45777037779969
Adquisición de Banderas,3.1015666797282253
ADQUISICION DE INSUMOS PARA EVOLIS E IMPRESIONES VARIAS,9.240376908484684
ADQUISICIÓN DE BATERÍAS Y MANTENIMIENTO DE UPS PARA EL RECTORADO DE LA UNA,5.676638294320768
Adquisición de Licencia de Uso de las Herramientas de Google Workspace for Educación para el Centro Nacional de Computación (CNC) dependiente del Rectorado de la UNA,13.720294974317769
Mantenimiento y Reparaciones de Mobiliarios,4.243827706253563
ADQUISICION DE EXTINTORES PARA LA DINAC,1.8681301270743476
ADQUISICION DE VENTILADORES Y ACONDICIONADORES DE AIRE - AD REFERENDUM,14.096346205805839
ADQUISICION DE CAMIONES PARA LA DIRECCION DE SERVICIOS URBANOS,3419.1223107924784
ALQUILER DE IMPRESORAS PARA LA DCEA Y PISCEA,35.36523088544636
MANTENIMIENTO ESTRUCTURAL DE LA CENTRAL DE CIUDAD DEL ESTE - CENTRO.,24.785628136011848
ADQUISICION DE ESTRUCUTRAS METALICAS ACABADAS,1.5237699619045733
ADQUISICION DE LICENCIAS Y SOFTWARE,806.0202232536295
Consultoría para el Apoyo de la Unidad de Administración del Programa - Especialista Ingeniero Electromecánico,36.99203150617689
"ADQUISICIÓN DE CINTAS, TÓNER Y REPUESTOS MENORES DE INFORMÁTICA",16.977925164342228
SERVICIO TÉCNICO - CONSULTORIA PEI,14.193245948205497
Adquisición de Materiales Eléctricos,3.6036952422447586
"ADQUISICION DE REPUESTOS Y ACCESORIOS MENORES PARA VEHICULOS LIVIANOS, CAMIONES, MAQUINARIAS, MOTOSIERRAS, DESMALEZADORAS.",63.65741559380344
Servicio de Mantenimiento de Edificio para la Facultad de Ciencias Exactas de la U.N.C.,10.580145393537217
Adquisición de neumáticos,9.852187480991189
"Adquisición de Equipos Informáticos para Casa Matriz, Filiales y CAES",14.113085276888539
"""Adquisicion de Telas para el INERAM""",14.14601030684289
ADQUISICIÓN DE CONFECCIONES TEXTILES E INDUMENTARIA DE PROTECCIÓN PARA DEPENDENCIAS DEL MAG,15.048714190935467
Adquisición de Papelería y Cartón para Oficina y Escritorio,64.87871847720145
"Adquisición de Servicios de Agencia Publicitaria para Desarrollo del PLANNING y DISEÑO de materiales de comunicación Institucional sobre la Importancia del Censo Nacional de Población y Vivienda, dentro del Programa de Fortalecimiento del Sistema Estadistico Nacional del Paraguay- CNPV Año 2022",246.49565927156112
ADQUISICION DE TONER Y TINTA PARA IMPRESORAS,60.725357577849486
ADQUISICIÒN DE MUEBLES PARA DEPENDENCIAS DE LA INSTITUCIÒN MUNICIPAL,1.6706646824414457
LPN N° 32/2022 ADQUISICION DE REACTIVOS PARA EL HOSPITAL DE TRAUMA - COBERTURA 24 MESES - MSPYBS,3176.4907647236064
ADQUISICIÓN DE MAQUINARIA PARA PINTURA VIAL MECANIZADA,17.705249190489866
CONSTRUCCION DE LAS OBRAS COMPLEMENTARIAS DEL POLIDEPORTIVO MUNICIPAL - 2ª ETAPA - SAN BERNAR-DINO. ,70.10714816192748
"TRABAJOS DE CONSTRUCCION DE ENRRIPIADO SOBRE LA CALLE F DESDE LA RUTA GRANEROS DEL SUR HASTA LA CALLE 11 , Y SOBRE LA CALLE G DESDE LA RUTA GRANEROS DEL SUR HASTA LA CALLE AUXILIAR 12 DEL AREA RURAL DEL DISTRITO DE FRAM",36.124253616802164
"CONSTRUCCIÓN DE EMPEDRADOS EN LAS CALLES CAÑADA STRONGEST , TOVA MASKOI Y CAPELLAN BLAS A. NUÑEZ",24.76495899755131
Servicio de Consultoría para la Elaboración del Proyecto Ejecutivo CONSTRUCCIÓN DEL POLIDEPORTIVO MUNICIPAL PARA LA CIUDAD DE AYOLAS,24.897122543354236
ADQUISICIÓN DE CHAPAS PARA AYUDA SOCIAL,24.030746531731808
ADQUISICION DE PERIODICOS PARA LAS FFMM,3.8143381962883485
Const.de empedrado calle Cap.Juan A.Roa bario San Miguel,14.382332096493325
REPARACION DE MOTONIVELADORA ,9.942298089287306
ADQUISICIÓN DE MATERIALES ELÉCTRICOS ,10.09768301153331
Recarga de Extintores,1.4801557201846347
ADQUISICION DE PAPEL HIGIENICO PARA LA FACULTAD DE DERECHO UNA,0.26099540393459414
Adquisición de anillos de seguridad para el Ejerccio Fiscal 2023 - ONC - INTN - AD REFERENDUM,14.556308096233037
ADQUISICION DE INSECTICIDAS-PLAN AGRICOLA,4.950748116094151
"IMPRESION DE CARNET DE ADMISION PERMANENTE, TEMPORARIA, CERTIFICADOS DE RADICACION, HOJAS PARA REGISTROS DE FIRMAS, BOLETA DE RESIDENCIA PRECARIA",35.11792889891061
"CONTRATACION DIRECTA N°10 ""ADQUISICIÓN DE HOJAS DE SEGURIDAD""",5.111266089411791
Adquisicion de Motocarros para Uso Municipal,6.081405103061356
Construcción de Corral Municipal ,24.012797403909133
Adquisicion de Envases Vacios para Cemento Portland Tipo Puzolanico CPIV-32 para Villeta,136.02882407778088
Adquisicion de Equipos Informaticos y GPS,5.931456524107063
"Adquisición de Tóner´s, Tintas, Consumibles y Otros.",4.246020350568461
Adquisición de Equipos y Módulos para Enseñanza de Automatización con Robots para el Snpp - Ad Referendum,208.0974119724038
Construcción de Empedrado distrito de Mbutuy,83.34877615081997
Adquisición de Mobiliarios para el Laboratorio Informático de las Filiales y Casa Matriz,12.264659949158943
CONTRATACION DIRECTA N° 13/2022 ADQUISICION DE SEGURO DE VEHICULOS MUNICIPALES,5.987944417173922
Const.de empedrados 1)Asentamiento Villa Las Mercedes 2) calle Proyectada c/Pdte.Hayes Barrio Santa Lucia.,20.135547856937738
ADQUISICION DE CUBIERTAS.,28.15213839405072
"""Consultoria de Diseño y Produccion de Materiales Audio Visual""",2.8292184708357087
REPARACION Y MANTENIMIENTO DE AGUA POTABLE SECTOR FORTALECIMIENTO Y POZO ARTESIANO PARA EL HOSPITAL DE CLINICAS.,28.292184708357087
SERVICIO DE FLETE Y MUDANZA PARA LA SUPERINTENDENCIA DE SALUD,2.1219138531267814
CONSTRUCCIÓN DE PAVIMENTO TIPO EMPEDRADO,73.16358965581142
Construcción de Cuneta de H° en la Calle México,27.749446251214795
ADQUISICION DE CASILLEROS PARA LA SEDECO,1.9804529295849962
CONSTRUCCION DE TINGLADO Y PISTA POLIDEPORTIVO DE DESMOCHADOS ? PLURIANUAL,173.53678507417504
ADQUISICIÓN DE CUBIERTAS,40.261571149893406
CONSTRUCCION DE PAVIMENTO PETREO TIPO EMPEDRADO CALLE QUEBRACHO ,11.473195701285455
Adquisición de equipos informáticos,5.559131090423237
CONSTRUCCIÓN DE PERFILADOS Y ENRIPIADOS DE CAMINOS - 1RA. ETAPA,163.01956828955355
Adquisición de Un Proyector,1.089249111271748
Adquisición de Equipos de Seguridad Resistente a Llamas y a los Efectos Térmicos de Arco Eléctrico ,3.1121403179192795
"ADQUISICIÓN DE TEXTILES, COLCHONES Y OTROS ",1.412314031933389
Delimitación y Zonificación del Distrito de Arroyos y Esteros ,24.75566161981245
"CONTRATACION DE SERVICIOS DE HOTELERIA, ALQUILER DE SALONES Y OTROS SERVICIOS DE CEREMONIAL PARA LA REALIZACION DEL EVENTO DENOMINADO 96ª REUNION ORDINARIA DEL CONSEJO DIRECTIVO DEL INSTITUTO INTERAMERICANO DEL NIÑO, LA NIÑA Y ADOLESCENTES, ORGANISMOS ESPECIALIZADOS DE LA OEA ",26.87757547293923
Construcción de empedrado calle Tte. Rojas Silva Barrio Bernardino Caballero,22.342338264189593
ADQUISICION DE COMBUSTIBLE PARA USO INSTITUCIONAL,25.496765778905065
Servicios de Mantenimiento y Reparación de Instalaciones Eléctricas ,6.111111897005131
MANTENIMIENTO DE SISTEMA DE DRENAJE PLUVIAL DE LA CIUDAD DE YASY CAÑY,24.918341681885504
Adquisición de Equipos de Comunicación y Señalamiento,1.2300499781442873
"Adquisición de Equipos Informáticos para Casa Matriz, Filiales y CAES",23.944619745964474
ADQUISICION DE PINTURAS PARA EL INCAN,24.614200130426973
SEGUNDO LLAMADO PARA ADQUISICIÓN DE INSUMOS PARA IMPRESIONES.-,5.580235079762741
MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON PROVISION DE REPUESTOS A DEMANDA PARA EQUIPOS MEDICOS DE LA MARCA NIHON KODEN PARA EL CENTRO EMERGENCIAS MEDICAS DEL MSP Y BS,13.042489838059591
"ADQUISICIÓN DE INSTRUMENTALES, IMPLANTES E INSUMOS PARA CAJA DE CRÁNEO, PARA SERVICIO DE NEUROCIRUGÍA - AD REFERENDUM 2017",784.8028491510147
ADQUISICION DE LOS DECLARADOS DESIERTOS EN LA LPN N° 146/16 INSTRUMENTALES E INSUMOS PARA CAJA DE CRANEO PARA EL SERVICIO DE NEUROCIRUGIA,292.1322162126638
MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS EN TALLERES OFICIALES -MARCA: NISSAN - GREAT WALL - VOLKSWAGEN - HYUNDAI - ISUZU - CONTRATO ABIERTO - PLURIANUAL - AD REFERÉNDUM,276.1917789819594
"MANTENIMIENTO DEL EDIFICIO DEL PALACIO DE JUSTICIA DE ASUNCIÓN, LA PLAZA DE LA JUSTICIA, EL EDIFICIO DE LA GUARDERÍA INFANTIL, EDIFICIO DE LA SEDE DE LOS REGISTROS PÚBLICOS, EDIFICIO DE LA DIRECCIÓN DEL REGISTRO DE AUTOMOTORES Y LOCALES PROPIOS Y ALQUILADOS DE CAPITAL Y CHACO - CONTRATO ABIERTO - S.B.E. - PLURIANUAL - AD REFERENDUM",817.5276657865998
ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS PARA LA IX REGIÓN SANITARIA - PARAGUARI,59.83123174661657
"Asistencia Técnica y Monitoreo de Alarmas, Detectores de Humo y Calor para el BNF (SBE).",164.02101340433407
Locación de Inmueble para Asiento del CAC del BNF en la Ciudad de La Paloma del Espiritu Santo.,44.275610980311036
Reparación de Motor Lado Derecho de Aeronave ZP - TZW de la ANDE,384.4608614007905
SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE EDIFICIOS DE LA DNCP,38.573448960119464
CONTRATACIÓN DE SEGUROS PARA VEHÍCULOS,10.146494182987945
SERVICIOS DE PUBLICACIONES EN EL PERIODICO,3.1026469815748263
"Servicios Profesionales de Auditoría Financiera y Contable del ""Programa de Rehabilitación y Modernización de la Central Hidroeléctrica Acaray"", para los ejercicios 2021 al 2026 ",125.03759078111214
Contratacion de Consultor Individual para Asesor de UOC ,6.374465412370423
CONTRATACIÓN DE SERVICIOS TERCERIZADOS PARA EL MANTENIMIENTO DEL EDIFICIO DEL BANCO CENTRAL DEL PARAGUAY,556.4595715925861
ADQUISICION DE ESCOBILLONES PARA BARRENDEROS DE LA DIRECCION DE SERVICIOS URBANOS ,70.31980070985091
Mantenimiento y Reparación de Bebederos Eléctricos - Secretaría Nacional de Cultura,2.8848542186753328
SERVICIO DE MANTENIMIENTO DE JARDINES,63.39160680855756
Contratación de Servicio de Mano de Obra para Reparación y/o Mantenimiento de Captadores de Polvo de Fabrica Vallemi,89.75366159880322
 Adquisición de Equipos varios para Laboratorios de las Fabricas de Vallemi y del CIP Villeta ,234.78382430147343
CONSTRUCCION DEL LOCAL PARA LA OFICINA DE COORDINACION Y UNIDAD ZONAL DE VILLA HAYES,433.13675237901595
"LPN SBE 43/22 CONTRATACION DE SERVICIOS DE REPARACION MAYOR A DEMANDA, MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON PROVISION DE REPUESTOS A NECESIDAD PARA LAMPARA CIALITICA DE LA MARCA DRAGER PERTENECIENTES AL IPS",164.94343684972182
Servicio de Mantenimiento y Reparación de Vehículos,130.7582648691369
PERFORACION DE POZO PROFUNDO PARA LA CIUDAD DE CORONEL BOGADO,281.23857506840494
PROVISION DE MATERIALES PARA IMPRESION DE TARJETAS DE HABILITACION VEHICULAR EN PVC Y PRECINTAS DE SEGURIDAD AUTOADHESIVAS PARA VEHICULOS CABINADOS - AD REFERENDUM,23.010599667000985
Construcción de empedrado en la calle 1º de Mayo,32.85505659144246
"SUMINISTRO, MONTAJE Y PUESTA EN SERVICIO DE GRUPOS ELECTRÓGENOS PARA SITIOS NUEVOS Y REEMPLAZO DE EXISTENTES",431.82074962972604
SERVICIO DE COURRIER INTERNACIONAL,6.5379132434568445
SERVICIO DE COURRIER INTERNACIONAL,5.658436941671417
SERVICIO DE COURRIER INTERNACIONAL,5.658436941671417
"Mejoramiento y Refuerzo del Sistema de Distribución del Área Metropolitana, en Distritos del Departamento Central, con Provisión Total de Materiales - Fase II",45015.403
ADQUISICION DE CUBIERTAS PARA VEHICULOS DE LA JUNTA MUNICIPAL DE ASUNCION,2.8068078793315667
LCO SBE 08/21 ADQUISICIÓN DE AURICULARES TELEFÓNICOS PARA EL IPS,53.01247402423792
PROVISIÓN Y MANTENIMIENTO DE CIRCUITO CERRADO DE TV,113.16873883342835
Servicio de fumigación para el Congreso Nacional,14.146092354178544
Servicio de Mantenimiento y/o Reparación de Muebles de Oficina y Cerrajería,40.9387912729927
SERVICIO DE IMPRESIÓN DE FACTURAS CON INSUMOS.,67.901243300057
SUSCRIPCIÓN A BASE DE DATOS JURÍDICA ON LINE,4.809671400420704
SUMINISTRO DE HERRAJES DE MONTAJE,52.006411009054915
ADQUISICION DE TRACTOR MOTONIVELADORA - PLURIANUAL,217.26040169243848
PRESTACIÓN DE SERVICIOS DE MANTENIMIENTO DEL GENERADOR ELECTRICO,1.9097224678141034
ADQUISICIÓN DE ARTÍCULOS DE FERRETERÍA,0.1711508836356589
ADQUISICION DE MUEBLES Y ELECTRODOMESTICOS ,4.237698204436498
ADQUISICIÒN DE MOTOCICLETAS,2.501739686437717
ADQUISICIÓN DE VEHICULOS UTILITARIOS PARA LA ANNP 2º LLAMADO,51.08458189102134
CONTRATACIÓN DEL SERVICIO DE EXTENSIÓN DE GARANTÍA Y SOPORTE PARA SERVIDORES NUTANIX,336.54945686078406
Adquisición de Combustibles y Lubricante,21.452512416732564
ADQUISICIÓN DE DESMALEZADORAS Y MOTOSIERRAS PARA PARQUES Y DISTRITO DEPENDIENTES DEL MOPC,102.9835523384198
"Colocación de Tanques con construcción de bases de Hº Aº sobre estructuras existente en el Casco Urbano, Bº San Miguel 1ra y 2da y Cía Yvyra Poka",22.209364996060312
"MANTENIMIENTO Y REPARACIONES DEL AUDITORIO, BANDA DE MÚSICOS DEL ISEPOL Y LA COMISARIA 1ª DE ASUNCIÓN ",110.33952036259264
COLOCACION DE PAVIEMNTO TIPO RIPIO,20.87963231476753
Servicio de Cableado Estructurado con Provision de Accesorios para la INC,56.584369416714175
ADQUISICION DE SERVICIOS DE REPARACION Y MANTENIMIENTO DE VEHICULOS Y MAQUINARIAS DE LA MUNICIPALIDAD DE DR. JUAN EULOGIO ESTIGARRIBI,23.60982813912399
ADQUISICON DE EQUIPOS INFORMATICOS (segundo llamado),7.566956991635416
ADQUISICIÓN DE CAMIÓN REFRIGERADO,82.40641058467214
PAVIMENTACION TIPO EMPEDRADO,31.073165004265046
MEJORAMIENTO DE ESPACIO PUBLICO EN ACCESO A LA CIUDAD,20.522570231812015
Adq. de Equipos y Herramientas Mayores para uso Institucional,2.7710307833115717
REPARACION DE SALIDAS DE EMERGENCIA EN EL EDIFICIO BOQUERON Y LA CAJA CENTRAL DEL IPS,40.56459483643394
Servicio de conectividad para el INTN - Ad referendum,8.77292551092149
SEÑALIZACION HORIZONTAL Y VERTICAL DE VARIAS CALLES DE LA CIUDAD DE ASUNCION,1673.5451629559109
Adquisición de disco duro para la Sala de Sesiones de la H. Cámara de Senadores,8.229726315551224
Adquisicion de materiales y accesorios electricos,16.852739461514847
Adquisición de seguro para vehículos de la Facultad de Ciencias Sociales UNA,1.5560701589596397
Recarga de extintores,1.0807613143983172
Ampliación de red eléctrica,15.692368607557691
CONTRATACIÓN DEL SERVICIO DE LIMPIEZA PARA LA SEDE CENTRAL Y EL ARCHIVO REGISTRAL DE LA DIRECCIÓN DEL REGISTRO DE AUTOMOTORES - PLURIANUAL- S.B.E,167.50152282684192
Adquisición de combustibles,24.06851518370823
Seguros Contra Incendio de Edificio.,1.273148311876069
ADQUISICION DE TONER Y CARTUCHOS CANON,21.46542949658301
ADQUISICION DE PRODUCTOS QUIMICOS PARA PISCINA,3.0626289946796548
Mantenimiento y Reparaciones de Vehículos,6.365741559380345
SERVICIO DE EVALUACIÓN Y PROVISIÓN DE INFORMES PSICOLABORALES,11.316873883342835
ADQUISICIÓN DE HARDWARE,87.64930351714294
ADQUISICION DE LICENCIAS DE SOFTWARE ADOBE CREATIVE CLOUD,3.153776935928104
Adquisición de Electrodomésticos en General (SBE),41.571452619785575
ADQUISICIÓN DE LICENCIAS DE FIREWALL DE BD Y SERVICIOS PROFESIONALES PARA INSTALACIÓN DE FIREWALL DE BD Y SOPORTE ,49.6473113229567
PROVISION DE TOKEN (CERTIFICADO DIGITAL) ,1.4146092354178543
